dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,4,4,6,draft|draft_verify|target|target_rescue_verify,951.7252445220947,651.7868041992188,1961.9271755218506,1063,195,2357,36,1063,300,3,6,3
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,4,4,7,draft|draft_verify,146.79932594299316,139.05787467956543,0.0,515,28,501,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,1,draft|draft_verify,237.67876625061035,33.460378646850586,0.0,112,38,96,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,2,draft|draft_verify,337.5861644744873,55.05990982055664,0.0,150,66,164,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,3,draft|draft_verify|target|target_rescue_verify,210.51979064941406,124.50122833251953,419.783353805542,216,44,429,6,216,53,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,4,draft|draft_verify,118.30639839172363,69.79918479919434,0.0,269,26,247,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,5,draft|draft_verify,136.29961013793945,87.25571632385254,0.0,295,26,275,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,6,draft|draft_verify,122.70498275756836,87.05353736877441,0.0,321,29,306,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,5,5,7,draft|draft_verify,131.58607482910156,104.41803932189941,0.0,350,27,335,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,1,draft|draft_verify,138.31019401550293,35.40444374084473,0.0,98,30,74,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,2,draft|draft_verify,444.6983337402344,70.83582878112793,0.0,128,72,148,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,3,draft|draft_verify,175.04239082336426,57.12771415710449,0.0,200,33,183,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,4,draft|draft_verify,173.49743843078613,66.24960899353027,0.0,233,35,220,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,5,draft|draft_verify,218.98508071899414,81.70413970947266,0.0,268,44,266,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,6,6,6,draft|draft_verify,90.87133407592773,82.48758316040039,0.0,312,17,285,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,7,7,1,draft|draft_verify,187.4699592590332,36.16189956665039,0.0,126,40,112,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,7,7,2,draft|draft_verify|target|backtracking_verify,438.43841552734375,121.81854248046875,480.8650016784668,166,96,398,4,166,74,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,7,7,3,draft|draft_verify|target|target_rescue_verify,789.250373840332,348.1450080871582,1639.87398147583,502,173,1232,12,502,255,2,4,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,7,7,4,draft|draft_verify|target|target_rescue_verify,589.2894268035889,502.392053604126,1253.666877746582,757,133,1646,16,757,191,2,4,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,7,7,5,draft|draft_verify,120.34749984741211,126.99365615844727,0.0,440,25,419,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,1,draft|draft_verify|target|backtracking_verify,169.62480545043945,111.4656925201416,259.00721549987793,160,36,284,2,160,36,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,2,draft|draft_verify|target|target_rescue_verify,543.72239112854,193.9551830291748,430.16815185546875,392,114,610,6,196,64,2,3,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,3,draft|draft_verify|target|backtracking_verify|target_rescue_verify,542.2508716583252,309.95702743530273,1111.1042499542236,503,108,1090,12,503,176,2,4,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,4,draft|draft_verify|target|backtracking_verify,870.8863258361816,626.9693374633789,1531.198263168335,1003,180,2121,24,1003,223,3,6,3
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,5,draft|draft_verify|target|target_rescue_verify,1411.7705821990967,1280.0590991973877,2273.202657699585,1973,303,4121,50,1973,332,5,10,5
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,6,draft|draft_verify|target|target_rescue_verify,90.03520011901855,254.67634201049805,234.635591506958,459,20,884,12,459,34,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,8,8,7,draft|draft_verify,109.91930961608887,126.94644927978516,0.0,493,26,477,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,9,9,1,draft|draft_verify,116.99557304382324,30.333757400512695,0.0,116,29,91,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,9,9,2,draft|draft_verify,293.74146461486816,51.47862434387207,0.0,145,68,161,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,9,9,3,draft|draft_verify,517.7998542785645,77.68917083740234,0.0,213,110,273,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,9,9,4,draft|draft_verify,230.43489456176758,92.19670295715332,0.0,323,51,326,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,9,9,5,draft|draft_verify,85.5097770690918,92.96536445617676,0.0,374,19,347,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,1,draft|draft_verify,84.8698616027832,31.636953353881836,0.0,116,18,80,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,2,draft|draft_verify,122.61486053466797,30.546188354492188,0.0,134,30,112,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,3,draft|draft_verify,222.72777557373047,55.96637725830078,0.0,164,59,173,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,4,draft|draft_verify,434.0629577636719,77.99029350280762,0.0,223,99,274,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,5,draft|draft_verify,308.1073760986328,92.69380569458008,0.0,322,74,350,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,10,10,6,draft|draft_verify,97.60046005249023,94.03729438781738,0.0,396,20,371,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,1,draft|draft_verify,184.173583984375,36.682844161987305,0.0,121,31,98,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,2,draft|draft_verify,366.2245273590088,52.04606056213379,0.0,152,80,180,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,3,draft|draft_verify,353.5575866699219,78.42278480529785,0.0,232,81,263,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,4,draft|draft_verify,436.60902976989746,94.90847587585449,0.0,313,89,354,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,5,draft|draft_verify|target|target_rescue_verify,420.792818069458,271.2209224700928,528.5181999206543,402,79,870,10,402,79,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,11,11,6,draft|draft_verify,121.75178527832031,127.62594223022461,0.0,481,22,459,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,1,draft|draft_verify,240.51427841186523,34.83152389526367,0.0,123,48,117,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,2,draft|draft_verify,98.36888313293457,50.06766319274902,0.0,171,20,139,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,3,draft|draft_verify,328.69839668273926,60.41264533996582,0.0,191,85,226,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,4,draft|draft_verify,100.66461563110352,60.98484992980957,0.0,276,26,254,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,5,draft|draft_verify,260.48994064331055,79.08010482788086,0.0,302,64,320,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,6,draft|draft_verify,390.10024070739746,146.32868766784668,0.0,366,78,400,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,12,12,7,draft|draft_verify,115.81659317016602,127.01582908630371,0.0,444,23,425,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,1,draft|draft_verify,69.27371025085449,31.115293502807617,0.0,114,17,77,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,2,draft|draft_verify|target|target_rescue_verify,891.4711475372314,136.4150047302246,558.3558082580566,131,196,430,4,131,76,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,3,draft|draft_verify,334.2318534851074,69.61679458618164,0.0,207,65,222,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,4,draft|draft_verify,674.1576194763184,103.60217094421387,0.0,272,142,366,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,5,draft|draft_verify,504.6272277832031,144.08421516418457,0.0,414,94,462,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,13,13,6,draft|draft_verify,93.94502639770508,127.69579887390137,0.0,508,16,480,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,1,draft|draft_verify,77.05116271972656,30.66086769104004,0.0,108,20,74,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,2,draft|draft_verify,240.89765548706055,46.41127586364746,0.0,128,60,136,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,3,draft|draft_verify,152.87065505981445,50.62222480773926,0.0,188,42,180,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,4,draft|draft_verify,232.08069801330566,61.91086769104004,0.0,230,60,242,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,5,draft|draft_verify,193.5896873474121,78.6137580871582,0.0,290,42,286,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,6,draft|draft_verify|target|target_rescue_verify,256.05297088623047,185.87756156921387,286.23127937316895,332,65,680,12,332,39,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,7,draft|draft_verify,421.10395431518555,126.83677673339844,0.0,371,79,408,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,14,14,8,draft|draft_verify,101.84645652770996,126.08861923217773,0.0,450,24,434,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,1,draft|draft_verify,118.93081665039062,31.21805191040039,0.0,150,32,128,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,2,draft|draft_verify|target|backtracking_verify,311.02490425109863,121.24800682067871,246.1683750152588,182,61,347,4,182,26,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,3,draft|draft_verify|target|backtracking_verify,459.89537239074707,181.17547035217285,409.365177154541,451,88,694,9,243,62,2,3,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,4,draft|draft_verify|target|target_rescue_verify,327.4645805358887,384.124755859375,422.6877689361572,844,76,1340,20,610,52,3,5,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,5,draft|draft_verify|target|target_rescue_verify,467.7731990814209,403.06711196899414,454.3635845184326,920,98,1504,25,662,58,3,5,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,6,draft|draft_verify,126.77216529846191,83.91666412353516,0.0,286,27,269,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,7,draft|draft_verify,116.89138412475586,84.10978317260742,0.0,313,25,296,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,8,draft|draft_verify,94.19608116149902,84.55491065979004,0.0,338,20,318,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,9,draft|draft_verify,58.63785743713379,94.71297264099121,0.0,358,13,333,9,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,10,draft|draft_verify,62.69335746765137,96.29011154174805,0.0,371,15,350,10,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,11,draft|draft_verify,94.83861923217773,104.48217391967773,0.0,386,19,371,11,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,12,draft|draft_verify,185.1937770843506,126.0671615600586,0.0,405,32,404,12,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,13,draft|draft_verify|target|target_rescue_verify,105.30924797058105,252.63595581054688,212.174654006958,437,23,859,26,437,24,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,15,15,14,draft|draft_verify,91.0186767578125,127.22921371459961,0.0,461,21,453,14,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,16,16,1,draft|draft_verify|target|target_rescue_verify,132.86709785461426,60.81390380859375,276.4086723327637,109,30,181,2,109,41,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,16,16,2,draft|draft_verify|target|target_rescue_verify,440.86503982543945,111.68742179870605,406.86941146850586,150,99,361,4,150,66,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,16,16,3,draft|draft_verify|target|target_rescue_verify,186.7520809173584,138.04221153259277,430.2935600280762,216,49,450,6,216,69,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,16,16,4,draft|draft_verify,347.6870059967041,91.79210662841797,0.0,285,79,316,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,16,16,5,draft|draft_verify,159.8837375640869,109.35831069946289,0.0,364,24,342,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,1,draft|draft_verify|target|backtracking_verify,124.4668960571289,63.645124435424805,201.9200325012207,114,21,168,2,114,27,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,2,draft|draft_verify|target|target_rescue_verify,715.1432037353516,201.690673828125,665.1904582977295,276,154,587,8,276,89,2,4,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,3,draft|draft_verify|target|backtracking_verify,438.77434730529785,188.0638599395752,381.12664222717285,365,93,543,9,180,56,2,3,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,4,draft|draft_verify|target|backtracking_verify,802.2727966308594,379.9161911010742,859.5991134643555,694,173,1241,20,485,130,3,5,2
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,5,draft|draft_verify|target|target_rescue_verify,1021.6295719146729,772.407054901123,1274.9488353729248,1482,204,2679,45,1229,180,5,9,4
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,6,draft|draft_verify,153.7773609161377,89.06841278076172,0.0,277,31,261,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,7,draft|draft_verify,30.679941177368164,87.88418769836426,0.0,308,6,269,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,8,draft|draft_verify|target|target_rescue_verify,255.3701400756836,173.16532135009766,388.40413093566895,314,53,643,16,314,50,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,9,draft|draft_verify,140.76638221740723,101.04203224182129,0.0,364,28,349,9,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,17,17,10,draft|draft_verify,78.12690734863281,92.95940399169922,0.0,392,15,366,10,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,1,draft|draft_verify,110.24117469787598,22.476673126220703,0.0,85,22,53,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,2,draft|draft_verify,246.20604515075684,31.163454055786133,0.0,107,52,107,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,3,draft|draft_verify,40.17138481140137,31.85272216796875,0.0,159,8,117,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,4,draft|draft_verify,153.9306640625,51.81527137756348,0.0,167,36,155,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,5,draft|draft_verify,233.61968994140625,61.03920936584473,0.0,203,57,214,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,6,draft|draft_verify,226.8507480621338,78.14526557922363,0.0,260,56,272,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,7,draft|draft_verify,341.59326553344727,104.37464714050293,0.0,316,67,341,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,18,18,8,draft|draft_verify,79.30326461791992,104.11572456359863,0.0,383,18,361,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,19,19,1,draft|draft_verify,93.54948997497559,29.89482879638672,0.0,121,19,86,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,19,19,2,draft|draft_verify|target|backtracking_verify,151.31831169128418,82.92651176452637,432.6443672180176,140,32,272,4,140,64,1,2,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,19,19,3,draft|draft_verify|target|backtracking_verify,427.8688430786133,160.39133071899414,215.65532684326172,376,95,524,9,172,32,2,3,1
gsm8k,bbeam1,step-profile-config2-bbeam1-gsm8k-exclusive0817,19,19,4,draft|draft_verify|target|backtracking_verify|target_rescue_verify,424.55339431762695,367.1832084655762,888.6005878448486,675,106,1302,24,675,140,3,6,3
