dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,5,draft|draft_verify,313.4961128234863,130.07855415344238,0.0,546,80,580,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,6,draft|draft_verify,317.0034885406494,157.96637535095215,0.0,626,82,664,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,7,draft|draft_verify,301.44715309143066,159.86323356628418,0.0,708,78,744,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,8,draft|draft_verify,304.962158203125,183.02226066589355,0.0,786,78,824,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,9,draft|draft_verify|target|target_rescue_verify,98.25444221496582,355.6210994720459,1510.6709003448486,864,25,1746,18,864,70,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,10,draft|draft_verify|target|target_rescue_verify,115.14091491699219,399.97005462646484,416.86463356018066,934,29,1842,20,934,19,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,4,4,11,draft|draft_verify,81.20989799499512,199.46718215942383,0.0,953,19,937,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,1,draft|draft_verify,155.30657768249512,29.102325439453125,0.0,97,42,85,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,2,draft|draft_verify,212.46075630187988,49.02076721191406,0.0,139,58,145,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,3,draft|draft_verify,341.40467643737793,58.73703956604004,0.0,197,92,239,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,4,draft|draft_verify|target|target_rescue_verify,308.2306385040283,169.1269874572754,1085.3421688079834,289,80,611,8,289,49,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,5,draft|draft_verify,306.0159683227539,91.98141098022461,0.0,338,79,371,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,5,5,6,draft|draft_verify,82.41558074951172,123.30365180969238,0.0,417,20,393,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,1,draft|draft_verify,217.33927726745605,29.42037582397461,0.0,75,60,81,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,2,draft|draft_verify,78.2020092010498,29.854774475097656,0.0,135,21,104,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,3,draft|draft_verify,252.58135795593262,49.137115478515625,0.0,156,70,176,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,4,draft|draft_verify,66.41936302185059,58.37368965148926,0.0,226,18,196,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,5,draft|draft_verify,89.12467956542969,58.80880355834961,0.0,244,24,222,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,6,draft|draft_verify,69.56744194030762,59.24224853515625,0.0,268,18,242,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,7,draft|draft_verify,288.4557247161865,77.12554931640625,0.0,286,75,319,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,8,draft|draft_verify,66.07413291931152,90.86894989013672,0.0,361,17,338,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,9,draft|draft_verify,185.26697158813477,123.65198135375977,0.0,378,48,388,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,6,6,10,draft|draft_verify,43.83349418640137,123.12173843383789,0.0,426,10,400,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,7,7,1,draft|draft_verify,206.8648338317871,31.08048439025879,0.0,122,57,125,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,7,7,2,draft|draft_verify|target|target_rescue_verify,528.5322666168213,163.21659088134766,3776.984930038452,179,143,582,4,179,185,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,7,7,3,draft|draft_verify|target|target_rescue_verify,827.8493881225586,286.6957187652588,3841.287851333618,364,215,1033,6,364,190,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,7,7,4,draft|draft_verify|target|target_rescue_verify,1245.074987411499,369.8129653930664,7039.104223251343,554,327,1689,8,554,350,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,7,7,5,draft|draft_verify,87.06974983215332,176.56183242797852,0.0,904,19,877,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,1,draft|draft_verify,244.94147300720215,30.985593795776367,0.0,90,66,102,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,2,draft|draft_verify,111.36031150817871,46.109676361083984,0.0,156,30,134,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,3,draft|draft_verify,242.71321296691895,58.8688850402832,0.0,186,66,202,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,4,draft|draft_verify,100.02255439758301,58.91585350036621,0.0,252,26,230,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,5,draft|draft_verify,31.31246566772461,59.53407287597656,0.0,278,8,240,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,6,draft|draft_verify,148.78439903259277,75.9119987487793,0.0,286,39,281,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,7,draft|draft_verify,16.355514526367188,76.15900039672852,0.0,325,4,287,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,8,draft|draft_verify,92.0858383178711,76.57551765441895,0.0,329,24,313,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,9,draft|draft_verify,44.092655181884766,91.13049507141113,0.0,353,11,326,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,10,draft|draft_verify,157.60064125061035,91.3853645324707,0.0,364,39,367,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,8,8,11,draft|draft_verify,155.37500381469727,125.21910667419434,0.0,403,38,407,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,1,draft|draft_verify,201.36022567749023,59.78822708129883,0.0,205,52,203,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,2,draft|draft_verify,93.33586692810059,59.566497802734375,0.0,257,23,228,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,3,draft|draft_verify,116.14632606506348,76.28130912780762,0.0,280,28,258,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,4,draft|draft_verify,200.22201538085938,77.10480690002441,0.0,308,53,313,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,5,draft|draft_verify,250.4863739013672,91.81833267211914,0.0,361,66,381,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,6,draft|draft_verify,205.40904998779297,124.18746948242188,0.0,427,53,436,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,7,draft|draft_verify,252.86102294921875,135.0841522216797,0.0,480,66,504,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,8,draft|draft_verify,206.25710487365723,126.8625259399414,0.0,546,53,559,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,9,draft|draft_verify,256.4518451690674,130.71560859680176,0.0,599,66,627,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,10,draft|draft_verify,256.8337917327881,152.26364135742188,0.0,665,66,695,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,11,draft|draft_verify,250.6718635559082,153.6717414855957,0.0,731,65,762,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,12,draft|draft_verify,254.32872772216797,173.2032299041748,0.0,796,66,830,12,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,13,draft|draft_verify,259.0446472167969,199.13768768310547,0.0,862,67,899,13,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,14,draft|draft_verify,260.03456115722656,209.37395095825195,0.0,929,67,968,14,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,15,draft|draft_verify,261.00730895996094,224.08008575439453,0.0,996,67,1037,15,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,16,draft|draft_verify|target|target_rescue_verify,263.1251811981201,458.8792324066162,1559.171199798584,1063,67,2211,32,1063,66,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,17,draft|draft_verify,256.82806968688965,254.500150680542,0.0,1129,66,1173,17,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,18,draft|draft_verify,260.6627941131592,256.90150260925293,0.0,1195,66,1241,18,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,19,draft|draft_verify,262.2642517089844,277.1003246307373,0.0,1261,67,1310,19,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,20,draft|draft_verify,254.83465194702148,277.5437831878662,0.0,1328,66,1378,20,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,21,draft|draft_verify,261.62028312683105,306.5371513366699,0.0,1394,67,1447,21,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,22,draft|draft_verify,258.8515281677246,310.92190742492676,0.0,1461,66,1515,22,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,23,draft|draft_verify,261.42239570617676,329.5178413391113,0.0,1527,67,1584,23,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,24,draft|draft_verify,254.5945644378662,326.39050483703613,0.0,1594,66,1652,24,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,25,draft|draft_verify,259.94157791137695,350.4500389099121,0.0,1660,67,1721,25,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,26,draft|draft_verify,254.48298454284668,361.75036430358887,0.0,1727,66,1789,26,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,27,draft|draft_verify,259.3562602996826,391.3993835449219,0.0,1793,67,1858,27,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,28,draft|draft_verify,259.68003273010254,404.10327911376953,0.0,1860,66,1926,28,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,29,draft|draft_verify,261.8234157562256,433.54177474975586,0.0,1926,67,1995,29,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,9,9,30,draft|draft_verify,258.1648826599121,433.9110851287842,0.0,1993,66,2063,30,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,1,draft|draft_verify,292.88339614868164,29.932737350463867,0.0,81,80,107,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,2,draft|draft_verify,228.09195518493652,50.66633224487305,0.0,161,62,171,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,3,draft|draft_verify|target|target_rescue_verify,273.55456352233887,109.91787910461426,263.14234733581543,223,73,428,6,223,9,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,4,draft|draft_verify|target|target_rescue_verify,7834.465026855469,572.4146366119385,2481.7397594451904,232,2049,2538,8,232,122,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,5,draft|draft_verify,185.29248237609863,100.55756568908691,0.0,354,47,355,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,10,10,6,draft|draft_verify,63.211917877197266,91.8889045715332,0.0,401,15,372,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,1,draft|draft_verify,229.42495346069336,30.971527099609375,0.0,115,63,124,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,2,draft|draft_verify,226.83429718017578,57.45983123779297,0.0,178,60,186,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,3,draft|draft_verify,423.27260971069336,77.04401016235352,0.0,238,112,300,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,4,draft|draft_verify,435.6536865234375,124.40776824951172,0.0,350,114,416,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,5,draft|draft_verify,445.57714462280273,126.62291526794434,0.0,464,117,535,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,6,draft|draft_verify,450.46138763427734,151.2010097503662,0.0,581,118,655,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,7,draft|draft_verify,456.850528717041,164.06583786010742,0.0,699,119,776,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,8,draft|draft_verify,460.2813720703125,199.66626167297363,0.0,818,120,898,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,9,draft|draft_verify,989.4108772277832,253.84211540222168,0.0,938,257,1157,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,10,draft|draft_verify,744.0123558044434,279.07776832580566,0.0,1195,193,1352,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,11,draft|draft_verify,742.8743839263916,328.55796813964844,0.0,1388,194,1548,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,12,draft|draft_verify,865.398645401001,360.3930473327637,0.0,1582,217,1767,12,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,13,draft|draft_verify,871.3510036468506,404.64210510253906,0.0,1799,226,1995,13,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,11,11,14,draft|draft_verify,860.8548641204834,474.6105670928955,0.0,2025,224,2221,14,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,1,draft|draft_verify,106.58478736877441,30.762195587158203,0.0,127,29,102,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,2,draft|draft_verify|target|target_rescue_verify,334.37561988830566,116.42193794250488,1014.1527652740479,156,89,345,4,156,48,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,3,draft|draft_verify,52.08301544189453,56.04052543640137,0.0,204,14,167,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,4,draft|draft_verify,142.11630821228027,59.50617790222168,0.0,218,39,208,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,5,draft|draft_verify,519.9475288391113,92.01622009277344,0.0,257,135,345,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,6,draft|draft_verify|target|target_rescue_verify,143.52989196777344,189.9278163909912,692.4107074737549,392,37,762,12,392,31,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,7,draft|draft_verify,66.93840026855469,135.38146018981934,0.0,423,17,396,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,8,draft|draft_verify,112.75219917297363,125.20837783813477,0.0,440,29,427,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,9,draft|draft_verify,225.27599334716797,142.26698875427246,0.0,469,59,488,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,10,draft|draft_verify,101.04751586914062,127.07161903381348,0.0,528,26,516,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,11,draft|draft_verify,85.79754829406738,127.38323211669922,0.0,554,22,539,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,12,draft|draft_verify,119.42052841186523,127.36034393310547,0.0,576,31,572,12,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,13,draft|draft_verify|target|target_rescue_verify,529.8964977264404,345.8406925201416,5239.76469039917,607,137,1543,26,607,258,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,14,draft|draft_verify,210.86549758911133,186.91539764404297,0.0,865,54,888,14,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,15,draft|draft_verify,70.77288627624512,199.6746063232422,0.0,919,17,906,15,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,16,draft|draft_verify,203.4626007080078,192.57330894470215,0.0,936,52,960,16,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,17,draft|draft_verify,577.4085521697998,229.60805892944336,0.0,988,146,1108,17,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,12,12,18,draft|draft_verify,106.05168342590332,236.8316650390625,0.0,1134,26,1136,18,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,1,draft|draft_verify,109.76910591125488,60.231924057006836,0.0,231,29,206,1,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,2,draft|draft_verify,42.90413856506348,59.23891067504883,0.0,260,11,219,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,3,draft|draft_verify,228.07860374450684,76.0660171508789,0.0,271,58,279,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,4,draft|draft_verify,62.48354911804199,76.01523399353027,0.0,329,16,297,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,5,draft|draft_verify,56.296586990356445,76.66158676147461,0.0,345,13,312,5,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,6,draft|draft_verify,72.06416130065918,91.55988693237305,0.0,358,18,332,6,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,7,draft|draft_verify,56.34808540344238,91.06636047363281,0.0,376,14,348,7,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,8,draft|draft_verify,39.5817756652832,91.86315536499023,0.0,390,10,360,8,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,9,draft|draft_verify,60.97865104675293,92.29230880737305,0.0,400,15,377,9,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,10,draft|draft_verify,65.3371810913086,124.01986122131348,0.0,415,16,395,10,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,13,13,11,draft|draft_verify,71.41971588134766,124.4807243347168,0.0,431,17,414,11,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,14,14,1,draft|draft_verify|target|target_rescue_verify,340.0530815124512,110.23402214050293,554.2519092559814,169,92,345,2,169,24,1,2,1
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,14,14,2,draft|draft_verify,234.30395126342773,59.346914291381836,0.0,193,64,205,2,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,14,14,3,draft|draft_verify,476.0470390319824,102.3406982421875,0.0,257,120,327,3,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,14,14,4,draft|draft_verify,135.74814796447754,91.53914451599121,0.0,377,35,364,4,0,0,1,1,0
math500,bbeam1,step-profile-config1-bbeam1-math500-exclusive0817,14,14,5,draft|draft_verify,193.96042823791504,124.13239479064941,0.0,412,50,416,5,0,0,1,1,0
