dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,1,1,5,draft|draft_verify,63.13943862915039,59.09991264343262,0.0,235,16,205,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,1,draft|draft_verify,52.941083908081055,29.500961303710938,0.0,113,14,73,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,2,draft|draft_verify,94.8798656463623,29.297590255737305,0.0,127,26,101,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,3,draft|draft_verify|target|target_rescue_verify,411.6804599761963,125.24271011352539,1323.0762481689453,153,113,381,6,153,62,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,4,draft|draft_verify|target|backtracking_verify,105.75509071350098,170.99452018737793,3156.9111347198486,215,28,518,8,215,156,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,5,draft|draft_verify|target|target_rescue_verify,287.46914863586426,189.90707397460938,2837.5179767608643,243,76,610,10,243,140,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,6,draft|draft_verify,312.94822692871094,138.89312744140625,0.0,383,80,419,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,2,2,7,draft|draft_verify,82.1528434753418,125.07319450378418,0.0,463,20,441,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,3,3,1,draft|draft_verify,75.22964477539062,21.299123764038086,0.0,91,20,57,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,3,3,2,draft|draft_verify,146.5301513671875,29.84786033630371,0.0,111,40,99,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,3,3,3,draft|draft_verify,236.71412467956543,49.48711395263672,0.0,151,65,166,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,3,3,4,draft|draft_verify,255.7673454284668,60.067176818847656,0.0,216,69,237,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,3,3,5,draft|draft_verify,87.77165412902832,77.2542953491211,0.0,285,22,261,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,4,4,1,draft|draft_verify,95.08275985717773,49.80945587158203,0.0,167,25,138,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,4,4,2,draft|draft_verify|target|target_rescue_verify,291.70918464660645,127.78639793395996,1737.0941638946533,192,80,443,4,192,83,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,4,4,3,draft|draft_verify|target|target_rescue_verify,362.90979385375977,173.62666130065918,1931.7362308502197,275,95,640,6,275,95,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,4,4,4,draft|draft_verify,337.3141288757324,140.83433151245117,0.0,370,88,410,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,4,4,5,draft|draft_verify,104.11262512207031,125.83184242248535,0.0,458,26,438,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,1,draft|draft_verify,142.51255989074707,29.546499252319336,0.0,112,38,96,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,2,draft|draft_verify,240.9687042236328,49.67975616455078,0.0,150,66,164,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,3,draft|draft_verify|target|target_rescue_verify,161.39531135559082,148.1766700744629,1943.3412551879883,216,44,470,6,216,94,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,4,draft|draft_verify,135.33926010131836,86.52567863464355,0.0,310,35,297,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,5,draft|draft_verify,134.09876823425293,98.82068634033203,0.0,345,35,334,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,6,draft|draft_verify,145.55597305297852,92.78106689453125,0.0,380,38,374,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,5,5,7,draft|draft_verify,106.87375068664551,124.72939491271973,0.0,418,27,403,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,1,draft|draft_verify,110.1083755493164,30.93433380126953,0.0,98,30,74,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,2,draft|draft_verify,270.5426216125488,49.265146255493164,0.0,128,72,148,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,3,draft|draft_verify,120.05233764648438,50.18115043640137,0.0,200,33,183,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,4,draft|draft_verify,132.0655345916748,60.013771057128906,0.0,233,35,220,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,5,draft|draft_verify,167.84930229187012,76.62224769592285,0.0,268,44,266,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,6,6,6,draft|draft_verify,69.45681571960449,76.64251327514648,0.0,312,17,285,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,1,draft|draft_verify,146.61645889282227,30.558347702026367,0.0,126,40,112,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,2,draft|draft_verify,358.78944396972656,60.926198959350586,0.0,166,96,210,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,3,draft|draft_verify|target|target_rescue_verify,319.94175910949707,182.13391304016113,2524.3561267852783,262,85,631,6,262,122,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,4,draft|draft_verify|target|backtracking_verify,207.75771141052246,218.82367134094238,652.9242992401123,384,54,757,8,384,31,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,5,draft|draft_verify|target|target_rescue_verify,669.7967052459717,569.7565078735352,4791.859149932861,853,176,1934,20,853,236,2,4,2
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,6,draft|draft_verify,266.1097049713135,128.41415405273438,0.0,549,69,574,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,7,7,7,draft|draft_verify,130.05495071411133,131.35361671447754,0.0,618,33,609,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,1,draft|draft_verify,135.91647148132324,49.73196983337402,0.0,160,36,142,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,2,draft|draft_verify|target|target_rescue_verify,245.6517219543457,120.88251113891602,1143.2077884674072,196,67,409,4,196,54,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,3,draft|draft_verify|target|target_rescue_verify,222.58448600769043,230.5464744567871,4309.623956680298,250,57,671,6,250,214,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,4,draft|draft_verify|target|target_rescue_verify,238.04378509521484,255.0487518310547,1092.115879058838,464,62,947,8,464,53,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,5,draft|draft_verify,248.779296875,127.67767906188965,0.0,517,63,534,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,6,draft|draft_verify|target|target_rescue_verify,190.78516960144043,261.6405487060547,1483.635425567627,580,49,1193,12,580,72,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,8,8,7,draft|draft_verify,101.97591781616211,130.8302879333496,0.0,652,25,635,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,9,9,1,draft|draft_verify,108.49142074584961,29.07586097717285,0.0,116,29,91,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,9,9,2,draft|draft_verify,249.06039237976074,49.39866065979004,0.0,145,68,161,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,9,9,3,draft|draft_verify,411.6175174713135,76.05409622192383,0.0,213,110,273,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,9,9,4,draft|draft_verify,194.93913650512695,90.96789360046387,0.0,323,51,326,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,9,9,5,draft|draft_verify,77.3458480834961,91.01724624633789,0.0,374,19,347,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,1,draft|draft_verify,67.63601303100586,29.62660789489746,0.0,116,18,80,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,2,draft|draft_verify,112.56098747253418,29.54888343811035,0.0,134,30,112,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,3,draft|draft_verify,224.33114051818848,49.35145378112793,0.0,164,59,173,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,4,draft|draft_verify,371.793270111084,75.58035850524902,0.0,223,99,274,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,5,draft|draft_verify,282.79876708984375,91.22204780578613,0.0,322,74,350,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,10,10,6,draft|draft_verify,77.6374340057373,91.94731712341309,0.0,396,20,371,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,1,draft|draft_verify,115.21792411804199,30.931472778320312,0.0,121,31,98,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,2,draft|draft_verify,299.55530166625977,50.510406494140625,0.0,152,80,180,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,3,draft|draft_verify,305.5596351623535,77.03471183776855,0.0,232,81,263,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,4,draft|draft_verify,339.78796005249023,91.93825721740723,0.0,313,89,354,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,5,draft|draft_verify|target|target_rescue_verify,300.7092475891113,268.99242401123047,1700.1984119415283,402,79,870,10,402,79,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,11,11,6,draft|draft_verify,89.76244926452637,128.24583053588867,0.0,481,22,459,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,1,draft|draft_verify,176.67865753173828,30.651330947875977,0.0,123,48,117,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,2,draft|draft_verify,73.88043403625488,49.06320571899414,0.0,171,20,139,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,3,draft|draft_verify,311.8553161621094,59.210777282714844,0.0,191,85,226,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,4,draft|draft_verify,102.69641876220703,59.60536003112793,0.0,276,26,254,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,5,draft|draft_verify,244.8577880859375,77.25667953491211,0.0,302,64,320,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,6,draft|draft_verify,297.121524810791,123.8100528717041,0.0,366,78,400,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,12,12,7,draft|draft_verify,93.3222770690918,124.37200546264648,0.0,444,23,425,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,1,draft|draft_verify,64.75687026977539,29.789447784423828,0.0,114,17,77,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,2,draft|draft_verify|target|target_rescue_verify,740.1363849639893,110.98885536193848,1007.5902938842773,131,196,402,4,131,48,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,3,draft|draft_verify|target|target_rescue_verify,203.2184600830078,113.45243453979492,1112.823247909546,179,55,367,6,179,54,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,4,draft|draft_verify,161.4086627960205,66.80464744567871,0.0,233,43,228,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,5,draft|draft_verify,186.0980987548828,86.23218536376953,0.0,276,49,279,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,6,draft|draft_verify,246.46806716918945,98.88815879821777,0.0,325,65,346,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,7,draft|draft_verify,283.9968204498291,136.45005226135254,0.0,390,73,421,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,8,draft|draft_verify,308.18676948547363,148.6217975616455,0.0,463,78,501,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,9,draft|draft_verify,606.2161922454834,151.2136459350586,0.0,541,160,663,9,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,10,draft|draft_verify,235.36109924316406,152.74906158447266,0.0,701,60,725,10,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,13,13,11,draft|draft_verify,66.35427474975586,153.28383445739746,0.0,761,16,743,11,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,1,draft|draft_verify,78.0022144317627,30.040502548217773,0.0,108,20,74,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,2,draft|draft_verify,218.0349826812744,45.42660713195801,0.0,128,60,136,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,3,draft|draft_verify,152.30083465576172,49.63493347167969,0.0,188,42,180,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,4,draft|draft_verify,227.7657985687256,59.75222587585449,0.0,230,60,242,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,5,draft|draft_verify,160.38918495178223,75.68764686584473,0.0,290,42,286,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,6,draft|draft_verify|target|target_rescue_verify,254.08291816711426,185.85205078125,1705.310583114624,332,65,721,12,332,80,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,14,14,7,draft|draft_verify,100.83842277526855,123.1241226196289,0.0,412,24,394,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,1,draft|draft_verify,118.85619163513184,29.929399490356445,0.0,150,32,128,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,2,draft|draft_verify,227.57792472839355,57.02018737792969,0.0,182,61,191,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,3,draft|draft_verify,234.7278594970703,59.511661529541016,0.0,243,62,255,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,4,draft|draft_verify|target|target_rescue_verify,100.42405128479004,152.91595458984375,567.6760673522949,305,26,563,8,305,24,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,5,draft|draft_verify|target|target_rescue_verify,137.96591758728027,166.6102409362793,772.4602222442627,329,36,636,10,329,37,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,15,15,6,draft|draft_verify,126.64580345153809,102.23960876464844,0.0,366,32,353,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,1,draft|draft_verify|target|target_rescue_verify,114.54033851623535,56.803226470947266,639.5158767700195,109,30,170,2,109,30,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,2,draft|draft_verify,167.44709014892578,45.38106918334961,0.0,139,46,133,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,3,draft|draft_verify,98.31595420837402,49.841880798339844,0.0,185,27,162,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,4,draft|draft_verify,202.78453826904297,59.32879447937012,0.0,212,54,217,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,5,draft|draft_verify,206.9833278656006,82.07893371582031,0.0,266,54,272,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,16,16,6,draft|draft_verify,88.19699287414551,82.20410346984863,0.0,320,22,296,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,1,draft|draft_verify,82.27872848510742,28.432369232177734,0.0,114,21,81,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,2,draft|draft_verify|target|target_rescue_verify,297.0404624938965,106.16207122802734,1229.4678688049316,135,78,303,4,135,59,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,3,draft|draft_verify,224.25246238708496,66.52212142944336,0.0,194,59,203,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,4,draft|draft_verify,198.7442970275879,67.5344467163086,0.0,253,50,255,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,5,draft|draft_verify,230.4518222808838,85.52289009094238,0.0,303,58,315,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,17,17,6,draft|draft_verify,64.62597846984863,97.2452163696289,0.0,361,15,332,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,1,draft|draft_verify,86.95030212402344,21.587371826171875,0.0,85,22,53,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,2,draft|draft_verify,196.11740112304688,29.855966567993164,0.0,107,52,107,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,3,draft|draft_verify,30.388832092285156,29.96063232421875,0.0,159,8,117,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,4,draft|draft_verify,130.7852268218994,49.149274826049805,0.0,167,36,155,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,5,draft|draft_verify,209.24997329711914,58.52079391479492,0.0,203,57,214,5,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,6,draft|draft_verify,215.2082920074463,76.0030746459961,0.0,260,56,272,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,7,draft|draft_verify,254.48966026306152,92.16690063476562,0.0,316,67,341,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,18,18,8,draft|draft_verify,74.13864135742188,91.96591377258301,0.0,383,18,361,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,1,draft|draft_verify,70.99461555480957,27.91309356689453,0.0,121,19,86,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,2,draft|draft_verify,116.14727973937988,29.19316291809082,0.0,140,32,120,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,3,draft|draft_verify,246.05560302734375,56.6864013671875,0.0,172,68,189,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,4,draft|draft_verify,81.17365837097168,58.49409103393555,0.0,240,22,212,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,5,draft|draft_verify|target|target_rescue_verify,160.6605052947998,145.16615867614746,1462.806224822998,262,43,538,10,262,69,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,6,draft|draft_verify|target|target_rescue_verify,216.6914939880371,195.3408718109131,1093.965768814087,331,57,676,12,331,53,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,7,draft|draft_verify,161.2403392791748,91.90726280212402,0.0,384,42,379,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,19,19,8,draft|draft_verify,141.41082763671875,124.12762641906738,0.0,426,36,417,8,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,1,draft|draft_verify,110.52274703979492,29.139280319213867,0.0,119,30,95,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,2,draft|draft_verify,310.513973236084,51.543235778808594,0.0,149,86,183,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,3,draft|draft_verify,310.63318252563477,75.7286548614502,0.0,235,83,268,3,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,4,draft|draft_verify,441.21432304382324,142.0125961303711,0.0,318,116,386,4,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,5,draft|draft_verify|target|target_rescue_verify,419.5892810821533,268.60547065734863,1808.7592124938965,434,111,970,10,434,83,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,6,draft|draft_verify,329.9732208251953,136.49773597717285,0.0,517,86,559,6,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,20,20,7,draft|draft_verify,96.82846069335938,129.06861305236816,0.0,603,24,585,7,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,1,draft|draft_verify,70.58453559875488,29.456615447998047,0.0,102,19,67,1,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,2,draft|draft_verify,80.12247085571289,28.0914306640625,0.0,121,22,91,2,0,0,1,1,0
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,3,draft|draft_verify|target|target_rescue_verify,220.8423614501953,106.08339309692383,1306.0920238494873,143,61,310,6,143,63,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,4,draft|draft_verify|target|backtracking_verify,148.31972122192383,131.2086582183838,614.1242980957031,206,39,384,8,206,29,1,2,1
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,5,draft|draft_verify|target|target_rescue_verify,543.8148975372314,326.9836902618408,3491.4329051971436,480,141,1088,20,480,171,2,4,2
gsm8k,bbeam1,step-profile-config1-bbeam1-gsm8k-exclusive0817,21,21,6,draft|draft_verify,69.97489929199219,83.76502990722656,0.0,302,17,275,6,0,0,1,1,0
